Date,Media ID,Media caption,Media product type,Media impressions,Media reach,Like count,Comments count,Shares,Unique saves,Video views,RowHash
14/11/2024,18024620363250346,"If you snap at your child because you're stressed by everything that motherhood brings, as well as the pressures of divorce... That's normal! You are human and you won't get it right all of the time. What matters is that you make a repair with your child... I am a therapist and a divorced Mum of 2, and this is what I say to repair with my children... I am sorry for speaking in a cross voice. I have my own big feelings and they came out in a cross voice. I am sure that felt scary and sad for you. It's not your fault. I love you so much.
Remember: Good mums don't get it right all the time... Good mums repair!""

I am running a free masterclass series that will teach you how to get it right for your kids through divorce. Spaces are limited.
Comment 'Class' to sign up.

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce",FEED,2635,2454,58,19,0,55,0,31ac7438ec1f1cf9fce661db1822e89b7b67f0b8a6ec60aa99436aabe6c1db49
13/11/2024,17984941109767323,"I donâ€™t know who needs to hear this but divorce doesnâ€™t have to be the end of your childâ€™s happy childhood, it can be the beginning of itâ€¦
I am a therapist and divorced mum, and I am running a free masterclass to show you how. Comment 'Class' to sign up. ðŸ’–ðŸ’ª

 #mumanxiety #mumguilt #mumguiltisreal #divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce",FEED,2517,2332,94,66,0,34,0,bd26ab4d1d64a5c1987f9c0ee90ae56895edfe768927db8fef027f811cc69194
12/11/2024,18024479765446917,"When I was a kid and my parents got divorced, I witnessed my Mum transformed... She became dedicated to self-care, self-development and healing herself... I watched her get a job, find herself, meet her own needs and thrive as a parent and human... There were definitely hard times, lots of tears and I was hurting over my parents divorce... But one of the best gifts my parents divorce gave me, was seeing my mum thrive into the person she is today, and teach me about self-care, self-love, boundaries and what healthy relationship looks like. I am running a free masterclass to teach you how to ensure this is your story. 
Comment 'Class' and I will DM you a link. 
From a therapist and fellow separated mum, you've got this!

 #mumanxiety #mumguilt #mumguiltisreal #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",FEED,5276,4684,262,114,0,106,0,55f85776f16fe38f21a788ff77ec10aa77154f4d5bb4ec1e516882ca93ccb7e8
11/11/2024,18025300646448198,"Divorce Transformed My Mum... She became dedicated to self-care, self-development and healing herself... I watched her get a job, find herself, meet her own needs and thrive as a parent and human... There were definitely hard times, lots of tears and I was hurting over my parents divorce... But one of the best gifts my parents divorce gave me, was seeing my mum thrive into the person she is today, and teach me about self-care, self-love, boundaries and what healthy relationship looks like. To all of the separated Mumâ€™s out there, remember that your strength and the lessons you teach your children through your divorce, can far outweigh the negatives! Keep going! Youâ€™ve got this!
Comment 'Class' for my free masterclass.

 #mumanxiety #mumguilt #mumguiltisreal #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting",REELS,0,3131,93,20,1,50,0,4cbf181ece5d0677d431f1caf857f0e271ccfa9ecc65994094f006279c27890c
10/11/2024,18048272566843979,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass ðŸ‘‡ 

#divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce #mumanxiety #mumguilt #mumguiltisreal",FEED,3068,2827,46,98,0,40,0,d5f3224ec82f120bca94102b32c8079f292facbb8cd8cfbc849cec403d165048
09/11/2024,18281861011173718,"If you snap at your child because you're stressed by everything that motherhood brings, as well as the pressures of divorce... That's normal! You are human and you won't get it right all of the time. What matters is that you make a repair with your child... I am a therapist and a divorced Mum of 2, and this is what I say to repair with my children... I am sorry for speaking in a cross voice. I have my own big feelings and they came out in a cross voice. I am sure that felt scary and sad for you. It's not your fault. I love you so much.
Remember: Good mums don't get it right all the time... Good mums repair!""
I am running a free masterclass series that will teach you how to get it right for your kids through divorce. Spaces are limited.
Comment 'Class' to sign up.

 #divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce #mumanxiety #mumguilt #mumguiltisreal #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",REELS,0,2681,104,38,1,55,0,d75e03444e7f0e51321d30d1bb2dc795116519e26590285b8c6cdad1713ee5d2
04/11/2024,17846658567340742,"Comment â€˜CLASSâ€™ to sign up to my free masterclass series! Breaking down what your child needs to thrive through your divorce. 

Youâ€™ve got this muma! ðŸ’–ðŸ’ª

#singlemums #singlemumsuk #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",REELS,0,1837,40,56,2,97,0,94e34624be5f032a40957184c0daa4d242b052fab17a4c44bf46614e8f3c9e1c
02/11/2024,18283328140241715,"Comment â€˜CLASSâ€™ to sign up to my free masterclass series T hat will break down what your child needs to thrive through your divorce. 

Youâ€™ve got this muma! ðŸ’–ðŸ’ª

#singlemums #singlemumsuk #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",REELS,0,2811,78,93,4,125,0,f07c88d4f4800b2cf427835a603174fb3e94728843fd96afafb3ebee2a6e6a93
22/10/2024,18167401450314418,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass ðŸ‘‡ 

#divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce #mumanxiety #mumguilt #mumguiltisreal",FEED,3895,3827,76,177,0,64,0,76b56bbdc9ddf7f9e8179420f3436ec5dec0791dc4bb171db88f5da77a7e1788
10/09/2024,18109557286408102,"I HOPE MY DAUGHTER DOESN'T ACCEPT THINGS I'VE ACCEPTED, THAT SHE KNOWS HER WORTH FROM THE START AND KNOWS SHE ALWAYS HAS ME IN HER CORNER.
I am a therapist and divorced mum, and I am running a free masterclass to show you how. 
Comment 'Class' to sign up.

 #mumanxiety #mumguilt #mumguiltisreal #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",FEED,4797,4307,229,43,0,66,0,c7d17547301ec9fa69f6118b6466121a984596ce02565dbfddba82c1404653e4
09/09/2024,17851227285275913,"Here's a story about how I helped my kids thrive through divorce...
I focused on what I can control...
I surrounded myself with people who could support me...
And I made a step-by-step guide of what my kids needed to feel secure, BUT...
You don't have to make this guide, because I want to share mine with you, I am a therapist and it brought so much security to my kids lives...
Comment 'Class' and I will send you a link to my exclusive free masterclass. So you can support your kids through divorce in the right way. 
You've got this!

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce",FEED,2250,2085,41,54,0,20,0,453124712371442963feab2589307562779363414ff0dc4196639bc54d942bec
08/09/2024,18310435600092501,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass ðŸ‘‡

 #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting #mumanxiety #mumguilt #mumguiltisreal #divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce",FEED,2888,2663,33,80,0,32,0,6dd030dd970f5cd3a837e8e1bc725264fad36a95db9ad1e0f9b0285652625dd5
07/09/2024,17964468689664838,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass ðŸ‘‡

 #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting #mumanxiety #mumguilt #mumguiltisreal",FEED,2937,2811,41,31,0,29,0,55ba6188e773d8fd283838d90d5801621d1cf770320d50024771076219c284c0
06/09/2024,18164320771308795,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass ðŸ‘‡

 #mumanxiety #mumguilt #mumguiltisreal #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting #singlemums",FEED,2006,1933,78,15,0,27,0,8b1b45d4d22f96a307b88acfb111a9597994fd699de5833433e04f4620be4a1d
05/09/2024,18020162273212281,"If you snap at your child because you're stressed by everything that motherhood brings, as well as the pressures of divorce... That's normal! You are human and you won't get it right all of the time. What matters is that you make a repair with your child... I am a therapist and a divorced Mum of 2, and this is what I say to repair with my children... I am sorry for speaking in a cross voice. I have my own big feelings and they came out in a cross voice. I am sure that felt scary and sad for you. It's not your fault. I love you so much. 
Remember: Good mums don't get it right all the time... Good mums repair!""
I am running a free masterclass series that will teach you how to get it right for your kids through divorce. Spaces are limited. 
Comment 'Class' to sign up.

 #mumanxiety #mumguilt #mumguiltisreal #divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting",FEED,3285,3126,114,50,0,72,0,bf2fbe5923ebf8e106a7e62f64a05d5bbd5959b6deee7f795cc4fa241725147a
04/09/2024,18094173529454842,"Do you ever look at your friends who are in healthy relationships with their family together and feel sad that your children donâ€™t have that?
I suffered with this for years!
As a therapist and divorced mum I want you to know that there is a way for your children to thrive through your divorce...
I am running a free masterclass series that will teach you how. Spaces are limited. Comment 'Class' to sign up.

 #divorcewithkids #separationwithkids #coparenting  #parentingduringdivorce #parentingguide #singleparenting #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",FEED,2885,2685,29,26,0,9,0,8404f055c48afed8cacda9da8ae72c87378eaf3b5e47cad2ea4e2e368fe69de0
03/09/2024,18092615212421294,"Single mums:
I am running a free masterclass series on how to support your children to thrive through divorce.
Comment 'Class' to sign up.

 #divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",FEED,1823,1746,17,48,0,9,0,66da6c8c9c486bb1a47c3335eb29edb64973b656cb042b5f058f674a051051e8
02/09/2024,18436059886070803,"I donâ€™t know who needs to hear this but divorce doesnâ€™t have to be the end of your childâ€™s happy childhood, it can be the beginning of itâ€¦
I am a therapist and divorced mum, and I am running a free masterclass to show you how. Comment 'Class' to sign up. ðŸ’–ðŸ’ª

 #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",FEED,2564,2398,56,49,0,17,0,26ea3b17d1cb83f95a00a1098126f775d2f77e9b97d20e11bfb07618ea5d51a5
01/09/2024,18365309383108338,"Divorce Transformed My Mum... She became dedicated to self-care, self-development and healing herself... I watched her get a job, find herself, meet her own needs and thrive as a parent and human... There were definitely hard times, lots of tears and I was hurting over my parents divorce ... But one of the best gifts my parents divorce gave me, was seeing my mum thrive into the person she is today, and teach me about self-care, self-love, boundaries and what healthy relationship looks like. To all of the separated Mumâ€™s out there, remember that your strength and the lessons you teach your children through your divorce, can far outweigh the negatives! Keep going! Youâ€™ve got this!
Comment 'Class' for my free masterclass.

 #divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce #mumanxiety #mumguilt #mumguiltisreal",REELS,0,4946,152,70,0,76,0,65261a8c9e5180dbba90767399007d295a51e886ff05963b3b8caecc63e5f92c
31/08/2024,17928975944925624,"8 reminders you need to hear today as a divorced mum:
1. Life is too short to let loneliness drive you back to toxic people
2. Sometimes what didn't work out for you really worked out for you
3. Life is to be lived - not controlled
4. Change is scary, but so is staying the same
5. Some people judge you for changing, other people celebrate you for growing - choose your circle wisely
6. Love yourself instead of loving the idea of other people loving you
7. Just because it's taking time doesn't mean it's not happening
8. Get yourself the support you need to ensure your children thrive. I am running a free masterclass to give you the tools you need. Comment 'Class' and I'll send you a link to sign up

 #divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",FEED,8291,8200,254,31,0,149,0,d09bf912436e183277b7a1986d390866b7a8c861818022d7c74a17decd9ad4e9
30/08/2024,18014450045303860,"When I was a kid and my parents got divorced, I witnessed my Mum transformed... She became dedicated to self-care, self-development and healing herself... I watched her get a job, find herself, meet her own needs and thrive as a parent and human... There were definitely hard times, lots of tears and I was hurting over my parents divorce... But one of the best gifts my parents divorce gave me, was seeing my mum thrive into the person she is today, and teach me about self-care, self-love, boundaries and what healthy relationship looks like. I am running a free masterclass to teach you how to ensure this is your story. Comment 'Class' and I will DM you a link. From a therapist and fellow separated mum, you've got this!

#singleparents #divorcewithkids #separationwithkids #supportingchildrenthroughdivorce #parentinganddivorce #parentingduringdivorce #singleparenting #mumanxiety #mumguilt",FEED,2915,2753,97,48,0,50,0,14a3f8404aa468fe3074dc0bf6202f4f2a039004afe1c4ae1bc614cb7746b90d
16/08/2024,18032651030178268,"8 Reminders for Mums Going Through Divorce
Reminder 1: Take Time for Yourself: Self-care is not selfish; it's essential.
Reminder 2: Seek Support: Don't be afraid to ask for help from friends or professionals.
Reminder 3: Stay Positive: Focus on the new opportunities and growth.
Reminder 4: Communicate: Keep lines of communication open with your children.
Reminder 5:  Be Kind to Yourself: It's okay to have bad days; give yourself grace.
Reminder 6: Stay Organised: Keep important documents and schedules in order.
Reminder 7:  Prioritise Well-being: Make health and wellness a priority for you and your children.
Reminder 8: Look Forward: Focus on building a bright future for you and your family.
You've got this!
#DivorceSupport, #MumLife, #SelfCare #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",FEED,2431,2237,85,1,0,41,0,6882d3ceeb9dde19e9467a5c5eda4cdf9dfaced0da7931db09448ad481b8a4fe
15/08/2024,18365540305100555,"The key things you need to do, to process your sadness around your divorce so your kids can tooâ€¦	
Comment â€˜guideâ€™ and I will send you a free step-by-step guide.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",FEED,1118,1079,16,58,0,4,0,29c029410ad091cab95f2bf4a27e3714660be775f42f04834447894db0bc7738
13/08/2024,18263726083216263,"Do you ever look at your friends who are in healthy relationships with their family together and feel like youâ€™ve let your kids down? I suffered with this for years!

#divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",REELS,0,1314,39,0,1,6,0,a27d909cb43b85b1578f486c89975d9886238c58868181c9bd456de200639541
12/08/2024,17911374569988909,"Reminder:
No matter what your marital status is, a loving, present parent is what your children really need to thrive!

From one separated mum to another, youâ€™ve got this ðŸ’–ðŸ’ª

#mumanxiety #mumguilt #mumguiltisreal",FEED,1286,1284,46,1,1,17,0,a3b04ec850713cb3735b7c2a25f84638702883af95bb26b794de6e7da8998938
11/08/2024,18010442831330071,"""Picture this: Your child in 20 years time, happy, secure and thriving, all because of how you supported them through your divorce.

You've got this, mama!""

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",FEED,1709,1675,52,0,1,8,0,03522c38a0839d72d1a1302453ea888f44d2ab32e3f1d65b53f050f84ba47c22
09/08/2024,18347817988138734,"Tears ran down my face as I dropped my son off to his dad, leaving as he cried...	
There has to be another way than this I felt...	
As a therapist, I worked hard to find that other way, a way that helped my son be happy and feel secure...
And now I have cracked it for my son, I want to share what I did with you...
Comment 'Guide' and I will DM you a link to my step-by-step guide.

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",FEED,2040,1910,32,104,0,13,0,1e619a202f708d84dd4a2a150b89b4600d4893237268e34f57aa91eee81fde11
08/08/2024,18050919739826668,"If you snap at your child because you're stressed by everything that motherhood brings, as well as the pressures of divorce... That's normal! You are human and you won't get it right all of the time. What matters is that you make a repair with your child... I am a therapist and a divorced Mum of 2, and this is what I say to repair with my children... I am sorry for speaking in a cross voice. I have my own big feelings and they came out in a cross voice. I am sure that felt scary and sad for you. It's not your fault. I love you so much. Remember: Good mums don't get it right all the time... Good mums repair!""

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",FEED,2989,2831,157,2,0,78,0,04bc7ef29acf5ea0e1f8e35d4cfa6130df531b5996cfac31f2ff235f1f504060
06/08/2024,18050838700839210,"Reminder:

No matter what your marital status is, a loving, present parent is what your children really need to thrive!

From one separated mum to another, youâ€™ve got this ðŸ’–ðŸ’ª

#mumanxiety #mumguilt #mumguiltisreal",FEED,1185,1180,49,0,0,4,0,67411b49f4479010fafce759e5342bf458a04200c50490d847280fd618afcd53
05/08/2024,1.79052E+16,"Comment â€˜GUIDEâ€™ for my free guide on how to help your child transition happily between homes. 

It's ok to say to your child...
â€˜I hear you donâ€™t want to go to Dadâ€™s house, sometimes we do what we want to do & sometimes we do what we have to do. This, right now, is something we have to do.
It might feel hard, I know.
I also know you can do it & that you'll be ok'

From one separated mum to another, youâ€™ve got this ðŸ’–ðŸ’ª

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",REELS,0,3504,116,35,2,65,0,2f1aae84de4a164aabea086fe509c9d48e1e9829c59df458adf50d91f8ee376e
04/08/2024,18047131999889355,"It can be really hard when our kids start to talk about our divorce to their friends...
It means other parents might know about our divorce before we are ready...
This can bring up huge feelings of not being a good enough mum, shame and failure...
If you are in this camp, I have been there...
It gets easier and this is not your story, it is just part of your story.
You've got this!

#mumanxiety #mumguilt #mumguiltisreal",FEED,776,733,12,0,0,3,0,178f09212ab31eaca05a616b8bf61b8e3c8c7bba0419f591c1097387c2637580